
   Detailed Statistics  
    Arrivals 
  
  Airport: San Francisco-Oakland-Freemont, CA - San Francisco International (SFO)
  Airline: Delta Air Lines (DL)
  Month(s): September
  Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and  31
  Year(s): 2014
  NOTE:  A complete listing of airline  and airport  abbreviations is available. Times are reported in local time using a 24 hour clock.
  Airlines began reporting tarmac times for cancelled and diverted flights in October 2008. Tarmac times for cancelled or diverted flights operated prior to Oct. 1, 2008 are not available. Cause of delay data is available on this database beginning with flights operated in October 2008. For cause of delay data from June 2003, when cause of delay data was first reported, see  BTS Causes of Delay  or the  On-Time Performance database  For an explanation of the Cause of Delay reporting, see Understanding the  Reporting of Causes of Flight Delays and Cancellations. 
  All Cause of Delay (in minutes) are referring to the Arrival Delay.
   

  
  Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport ,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time(Minutes),Arrival Delay(Minutes),Wheels-on Time,Taxi-in Time(Minutes),DelayCarrier(Minutes),DelayWeather(Minutes),DelayNational Aviation System(Minutes),DelaySecurity(Minutes),DelayLate Aircraft Arrival(Minutes),
  DL,09/07/2014,0971,N393DA,DTW,14:23,14:11,0308 ,-12,14:07,0004,0000,0000,0000,0000,0000,
  DL,09/07/2014,1145,N596NW,DTW,18:05,17:46,0310 ,-19,17:41,0005,0000,0000,0000,0000,0000,
  DL,09/07/2014,1151,N310NW,MSP,13:39,13:24,0249 ,-15,13:20,0004,0000,0000,0000,0000,0000,
  DL,09/07/2014,1505,N6706Q,MSP,19:52,19:47,0252 ,-5,19:41,0006,0000,0000,0000,0000,0000,
  DL,09/07/2014,1649,N805DN,ATL,22:58,00:19,0315 ,81,23:59,0020,0000,0013,0000,0000,0068,
  DL,09/07/2014,1680,N806DN,ATL,13:20,13:06,0320 ,-14,13:00,0006,0000,0000,0000,0000,0000,
  DL,09/07/2014,1731,N139DL,DTW,20:05,19:43,0315 ,-22,19:32,0011,0000,0000,0000,0000,0000,
  DL,09/07/2014,1793,N6705Y,MSP,17:17,17:03,0247 ,-14,16:58,0005,0000,0000,0000,0000,0000,
  DL,09/07/2014,1894,N315US,CVG,11:13,14:23,0298 ,190,14:18,0005,0190,0000,0000,0000,0000,
  DL,09/07/2014,2049,N810DN,ATL,10:23,09:59,0313 ,-24,09:55,0004,0000,0000,0000,0000,0000,
  DL,09/07/2014,2209,N812DN,MSP,21:40,21:43,0245 ,3,21:38,0005,0000,0000,0000,0000,0000,
  DL,09/07/2014,2260,N824DN,ATL,12:16,11:55,0321 ,-21,11:50,0005,0000,0000,0000,0000,0000,
  DL,09/07/2014,2265,N374DA,ATL,21:10,21:27,0314 ,17,21:11,0016,0000,0000,0017,0000,0000,
  DL,09/07/2014,2305,N938DN,MSP,11:51,11:31,0256 ,-20,11:24,0007,0000,0000,0000,0000,0000,
  DL,09/07/2014,2349,N387DA,ATL,16:20,16:28,0315 ,8,16:23,0005,0000,0000,0000,0000,0000,
  DL,09/07/2014,2375,N347NW,SLC,12:29,12:21,0132 ,-8,12:15,0006,0000,0000,0000,0000,0000,
  DL,09/07/2014,2382,N331NB,SLC,22:53,22:44,0128 ,-9,22:33,0011,0000,0000,0000,0000,0000,
  DL,09/08/2014,0241,N143DA,ATL,18:54,18:44,0324 ,-10,18:37,0007,0000,0000,0000,0000,0000,
  DL,09/08/2014,0415,N624AG,JFK,19:54,20:17,0399 ,23,20:09,0008,0000,0000,0023,0000,0000,
  DL,09/08/2014,0419,N713TW,JFK,18:45,18:38,0400 ,-7,18:32,0006,0000,0000,0000,0000,0000,
  DL,09/08/2014,0428,N711ZX,JFK,12:31,12:09,0391 ,-22,12:04,0005,0000,0000,0000,0000,0000,
  DL,09/08/2014,0430,N707TW,JFK,15:09,15:25,0384 ,16,15:21,0004,0000,0000,0000,0000,0016,
  DL,09/08/2014,0435,N704X ,JFK,22:49,23:11,0394 ,22,23:07,0004,0000,0000,0022,0000,0000,
  DL,09/08/2014,0469,N722TW,JFK,10:30,10:23,0390 ,-7,10:13,0010,0000,0000,0000,0000,0000,
  DL,09/08/2014,0545,N806DN,DTW,22:07,22:25,0306 ,18,22:12,0013,0000,0000,0018,0000,0000,
  DL,09/08/2014,0745,N824DN,DTW,10:56,10:45,0310 ,-11,10:38,0007,0000,0000,0000,0000,0000,
  DL,09/08/2014,0949,N666DN,MSP,09:31,09:42,0246 ,11,09:36,0006,0000,0000,0000,0000,0000,
  DL,09/08/2014,0971,N3760C,DTW,14:23,14:22,0308 ,-1,14:14,0008,0000,0000,0000,0000,0000,
  DL,09/08/2014,1145,N595NW,DTW,18:05,17:57,0310 ,-8,17:47,0010,0000,0000,0000,0000,0000,
  DL,09/08/2014,1151,N370NW,MSP,13:39,13:54,0249 ,15,13:49,0005,0000,0000,0015,0000,0000,
  DL,09/08/2014,1505,N6711M,MSP,19:52,19:42,0252 ,-10,19:37,0005,0000,0000,0000,0000,0000,
  DL,09/08/2014,1649,N824DN,ATL,22:58,22:53,0315 ,-5,22:48,0005,0000,0000,0000,0000,0000,
